Country,Month,Years_ago,Recency_weight,Consumption_GWh,Residual_GWh,Residual_pct_trend,Anomaly_score
Lithuania,2017-02,9.25,0.2774,708.0,-188.2,-21.01,-0.1937
Lithuania,2017-05,9.0,0.2872,1126.0,221.2,23.96,-0.1874
Lithuania,2017-11,8.5,0.3078,834.2,-131.6,-13.81,-0.1847
Lithuania,2025-04,1.08,0.8606,1395.1,211.7,17.41,-0.1773
Lithuania,2025-06,0.92,0.8807,1377.2,170.9,13.43,-0.158
Lithuania,2017-03,9.17,0.2806,1023.2,76.5,8.45,-0.1546
Lithuania,2017-10,8.58,0.3043,1117.0,144.2,15.08,-0.1257
Lithuania,2025-07,0.83,0.8909,1465.0,220.3,17.07,-0.1228
Lithuania,2025-08,0.75,0.9013,1453.6,161.4,12.27,-0.1017
Lithuania,2025-11,0.5,0.933,1271.3,-172.1,-12.03,-0.0863
Lithuania,2017-06,8.92,0.2905,849.1,-11.0,-1.18,-0.0841
Lithuania,2025-10,0.58,0.9223,1292.7,-112.7,-8.11,-0.0704
Lithuania,2025-02,1.25,0.8409,988.8,-141.8,-12.55,-0.0627
Lithuania,2025-01,1.33,0.8312,1048.8,-120.9,-11.15,-0.0415
Lithuania,2012-05,14.0,0.1436,672.0,-107.2,-13.44,-0.0402
Lithuania,2017-12,8.42,0.3114,921.3,-103.5,-10.99,-0.0393
Lithuania,2021-12,4.42,0.5421,1210.2,115.4,11.41,-0.0331
Lithuania,2024-01,2.33,0.7236,1154.2,111.4,11.64,-0.0134
Lithuania,2025-09,0.67,0.9117,1302.8,9.3,0.69,-0.0129
Lithuania,2017-08,8.75,0.2973,1000.6,97.9,10.58,-0.0098
Lithuania,2016-11,9.5,0.2679,967.0,95.1,11.08,-0.0038
Luxembourg,2020-03,6.17,0.4253,483.3,-53.7,-10.58,-0.2702
Luxembourg,2020-04,6.08,0.4303,438.5,-59.8,-11.76,-0.247
Luxembourg,2012-01,14.33,0.1371,515.5,-52.4,-9.89,-0.2203
Luxembourg,2011-05,15.0,0.125,577.0,39.0,7.15,-0.1522
Luxembourg,2020-02,6.25,0.4204,549.2,36.5,7.18,-0.146
Luxembourg,2020-11,5.5,0.4665,572.0,33.8,6.52,-0.1451
Luxembourg,2011-10,14.58,0.1324,533.1,-28.0,-5.17,-0.1449
Luxembourg,2020-08,5.75,0.4506,487.9,36.1,7.09,-0.1413
Luxembourg,2012-02,14.25,0.1387,545.4,13.2,2.5,-0.1308
Luxembourg,2011-02,15.25,0.1207,516.3,-34.1,-6.26,-0.1206
Luxembourg,2020-05,6.0,0.4353,477.8,-22.6,-4.46,-0.1203
Luxembourg,2020-01,6.33,0.4156,574.6,26.7,5.23,-0.0887
